is_potentially_hazardous_asteroid,estimated_diameter.meters.estimated_diameter_min,estimated_diameter.meters.estimated_diameter_max,close_approach_date,epoch_date_close_approach,orbiting_body,relative_velocity.kilometers_per_second,relative_velocity.kilometers_per_hour,orbit_class_description,id,name,relative_velocity.kilometers_per_minute
0,11.080388212599999,24.7765012606,1995-02-22 00:00:00,1995-02-22 06:32:00,Earth,7.1641480595,25790.933014339502,Near Earth asteroid orbits similar to that of 1221 Amor,3780693,(2017 PZ26),429.848883572325
0,19.2555078188,43.0566244241,1995-02-22 00:00:00,1995-02-22 16:00:00,Earth,3.559962966,12815.866677463899,Near Earth asteroid orbits similar to that of 1221 Amor,3840126,(2018 PM28),213.59777795773164
1,121.49404079959999,271.6689340891,1995-02-22 00:00:00,1995-02-22 11:34:00,Earth,28.4189571094,102308.2455937979,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3005973,(1995 CR),1705.1374265632983
0,44.1118199997,98.6370281305,1995-02-22 00:00:00,1995-02-22 13:38:00,Earth,17.5649076529,63233.667550520586,An asteroid orbit contained entirely within the orbit of the Eart,3348144,(2006 TL),1053.8944591753432
0,44.1118199997,98.6370281305,1995-02-22 00:00:00,1995-02-22 06:00:00,Earth,10.5515197723,37985.4711801058,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3660308,(2014 BR57),633.0911863350967
1,802.7031672828999,1794.8988477988,1995-02-23 00:00:00,1995-02-23 06:22:00,Earth,10.0294124178,36105.8847039331,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2200840,200840 (2001 XN254),601.7647450655517
0,4.6190746028,10.328564805,1995-02-23 00:00:00,1995-02-23 18:52:00,Earth,10.610524654199999,38197.8887550016,Near Earth asteroid orbits similar to that of 1221 Amor,3726012,(2015 PS228),636.6314792500267
0,53.0340723319,118.5877908577,1995-02-23 00:00:00,1995-02-23 08:07:00,Earth,20.7028686255,74530.3270516308,An asteroid orbit contained entirely within the orbit of the Eart,3664086,(2014 EC49),1242.17211752718
1,160.1603379786,358.1294030194,1995-02-23 00:00:00,1995-02-23 18:22:00,Earth,17.947262088,64610.143516674005,Near Earth asteroid orbits similar to that of 1221 Amor,2216985,216985 (2000 QK130),1076.8357252779
0,699.1252322458,1563.2915440869,1995-02-23 00:00:00,1995-02-23 15:11:00,Earth,37.6101691531,135396.6089510848,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2455594,455594 (2004 SV55),2256.6101491847467
0,291.4439045349,651.6883821679,1995-02-23 00:00:00,1995-02-23 00:11:00,Earth,28.810387646,103717.39552562199,Near Earth asteroid orbits similar to that of 2062 Aten,3404525,(2008 EJ),1728.6232587603665
0,11.6025908209,25.9441817907,1995-02-23 00:00:00,1995-02-23 15:05:00,Earth,14.995636810499999,53984.292517769005,An asteroid orbit contained entirely within the orbit of the Eart,3799830,(2018 ES1),899.7382086294834
0,265.8,594.3468684194,1995-02-23 00:00:00,1995-02-23 21:25:00,Earth,27.9375247264,100575.0890150731,Near Earth asteroid orbits similar to that of 1221 Amor,3627116,(2013 DM1),1676.2514835845516
0,26.58,59.434686841899996,1995-02-20 00:00:00,1995-02-20 22:41:00,Earth,0.681436673,2453.1720226433,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3781977,(2017 SV19),40.886200377388334
0,80.2703167283,179.48988477990002,1995-02-20 00:00:00,1995-02-20 22:25:00,Earth,18.0944504784,65140.0217221424,Near Earth asteroid orbits similar to that of 1221 Amor,3264547,(2004 YA5),1085.6670287023733
0,146.0679642714,326.6178974458,1995-02-20 00:00:00,1995-02-20 01:08:00,Earth,17.3399436264,62423.797055154806,Near Earth asteroid orbits similar to that of 2062 Aten,3368184,(2007 CA27),1040.3966175859134
0,30.5179232594,68.24015094010001,1995-02-20 00:00:00,1995-02-20 18:14:00,Earth,13.435925056199999,48369.330202288,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3625940,(2013 CL22),806.1555033714667
1,366.9061375314,820.4270648822,1995-02-20 00:00:00,1995-02-20 13:12:00,Earth,21.730956608200003,78231.4437895517,Near Earth asteroid orbits similar to that of 1221 Amor,3744785,(2016 CL264),1303.8573964925283
1,384.1978910643,859.0926012317999,1995-02-20 00:00:00,1995-02-20 09:39:00,Earth,18.8746964548,67948.9072373912,Near Earth asteroid orbits similar to that of 2062 Aten,2152685,152685 (1998 MZ),1132.4817872898534
0,530.3407233187,1185.8779085771,1995-02-20 00:00:00,1995-02-20 09:36:00,Earth,21.8388396327,78619.8226778388,Near Earth asteroid orbits similar to that of 1221 Amor,2326386,326386 (2001 OA14),1310.33037796398
1,146.0679642714,326.6178974458,1995-02-20 00:00:00,1995-02-20 06:47:00,Earth,18.2886298538,65839.0674735529,Near Earth asteroid orbits similar to that of 2062 Aten,3638380,(2013 JL22),1097.3177912258818
0,146.0679642714,326.6178974458,1995-02-20 00:00:00,1995-02-20 01:08:00,Earth,17.3399435263,62423.7966946249,An asteroid orbit contained entirely within the orbit of the Eart,2526826,526826 (2007 CA27),1040.3966115770816
1,211.1324447897,472.10649880550005,1995-02-21 00:00:00,1995-02-21 04:07:00,Earth,6.5617579265999995,23622.328535767203,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2303450,303450 (2005 BY2),393.70547559612004
0,24.241248110100003,54.205078633599996,1995-02-21 00:00:00,1995-02-21 15:03:00,Earth,10.5124589424,37844.8521924812,Near Earth asteroid orbits similar to that of 1221 Amor,3596492,(2012 BV61),630.7475365413534
0,80.2703167283,179.48988477990002,1995-02-21 00:00:00,1995-02-21 21:43:00,Earth,5.2794699110000005,19006.0916796957,An asteroid orbit contained entirely within the orbit of the Eart,3743607,(2016 CV193),316.768194661595
0,8.4053340207,18.7948982439,1995-02-21 00:00:00,1995-02-21 22:16:00,Earth,5.439276663999999,19581.3959904839,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3744694,(2016 DH),326.35659984139835
0,231.5021222103,517.6544821978,1995-02-21 00:00:00,1995-02-21 14:17:00,Earth,24.5854821807,88507.7358504059,Near Earth asteroid orbits similar to that of 1221 Amor,3770349,(2017 EU),1475.1289308400983
0,483.67648821849997,1081.533506775,1995-02-21 00:00:00,1995-02-21 17:29:00,Earth,15.474761059,55709.1398122884,Near Earth asteroid orbits similar to that of 1221 Amor,2311554,311554 (2006 BQ147),928.48566353814
0,441.11819999690005,986.3702813053999,1995-02-21 00:00:00,1995-02-21 04:17:00,Earth,16.1803917206,58249.410193997595,Near Earth asteroid orbits similar to that of 2062 Aten,2267136,267136 (2000 EF104),970.8235032332933
0,441.11819999690005,986.3702813053999,1995-02-21 00:00:00,1995-02-21 15:44:00,Earth,15.1061401776,54382.104639462195,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3360486,(2006 WE4),906.3684106577033
0,160.1603379786,358.1294030194,1995-02-21 00:00:00,1995-02-21 12:08:00,Earth,20.3431731991,73235.4235168198,An asteroid orbit contained entirely within the orbit of the Eart,3656919,(2014 BG3),1220.5903919469968
0,421.2646105562,941.9763057186,1995-02-21 00:00:00,1995-02-21 12:54:00,Earth,29.732425849400002,107036.7330578476,Near Earth asteroid orbits similar to that of 2062 Aten,3803762,(2018 GY4),1783.9455509641266
